symbol,name,exchange,sector
URAVIDEF.NS,Uravi Defence and Technology Limited,NSE,Unknown
URBANCO.NS,Urban Company Limited,NSE,Unknown
URJA.NS,Urja Global Limited,NSE,Unknown
USHAMART.NS,Usha Martin Limited,NSE,Unknown
USK.NS,Udayshivakumar Infra Limited,NSE,Unknown
UTIAMC.NS,UTI Asset Management Company Limited,NSE,Unknown
UTKAR-RE.NS,Utkarsh Small Finance Bank Limited-RE,NSE,Unknown
UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited,NSE,Unknown
UTTAMSUGAR.NS,Uttam Sugar Mills Limited,NSE,Unknown
UYFINCORP.NS,U. Y. Fincorp Limited,NSE,Unknown
V2RETAIL.NS,V2 Retail Limited,NSE,Unknown
VADILALIND.NS,Vadilal Industries Limited,NSE,Unknown
VAIBHAVGBL.NS,Vaibhav Global Limited,NSE,Unknown
VAISHALI.NS,Vaishali Pharma Limited,NSE,Unknown
VAKRANGEE.NS,Vakrangee Limited,NSE,Unknown
VALIANTLAB.NS,Valiant Laboratories Limited,NSE,Unknown
VALIANTORG.NS,Valiant Organics Limited,NSE,Unknown
VARDHACRLC.NS,Vardhman Acrylics Limited,NSE,Unknown
VARDMNPOLY.NS,Vardhman Polytex Limited,NSE,Unknown
VARROC.NS,Varroc Engineering Limited,NSE,Unknown
VASCONEQ.NS,Vascon Engineers Limited,NSE,Unknown
VASWANI.NS,Vaswani Industries Limited,NSE,Unknown
VBL.NS,Varun Beverages Limited,NSE,Unknown
VCL.NS,Vaxtex Cotfab Limited,NSE,Unknown
VEDL.NS,Vedanta Limited,NSE,Unknown
VEEDOL.NS,Veedol Corporation Limited,NSE,Unknown
VENKEYS.NS,Venky's (India) Limited,NSE,Unknown
VENTIVE.NS,Ventive Hospitality Limited,NSE,Unknown
VENUSPIPES.NS,Venus Pipes & Tubes Limited,NSE,Unknown
VENUSREM.NS,Venus Remedies Limited,NSE,Unknown
VERANDA.NS,Veranda Learning Solutions Limited,NSE,Unknown
VERTOZ.NS,Vertoz Limited,NSE,Unknown
VESUVIUS.NS,Vesuvius India Limited,NSE,Unknown
VETO.NS,Veto Switchgears And Cables Limited,NSE,Unknown
VGL.NS,VARVEE GLOBAL LIMITED,NSE,Unknown
VGUARD.NS,V-Guard Industries Limited,NSE,Unknown
VHL.NS,Vardhman Holdings Limited,NSE,Unknown
VHLTD.NS,Viceroy Hotels Limited,NSE,Unknown
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,NSE,Unknown
VIJAYA.NS,Vijaya Diagnostic Centre Limited,NSE,Unknown
VIJIFIN.NS,Viji Finance Limited,NSE,Unknown
VIKASECO.NS,Vikas EcoTech Limited,NSE,Unknown
VIKASLIFE.NS,Vikas Lifecare Limited,NSE,Unknown
VIKRAMSOLR.NS,Vikram Solar Limited,NSE,Unknown
VIKRAN.NS,Vikran Engineering Limited,NSE,Unknown
VIMTALABS.NS,Vimta Labs Limited,NSE,Unknown
VINATIORGA.NS,Vinati Organics Limited,NSE,Unknown
VINCOFE.NS,Vintage Coffee And Beverages Limited,NSE,Unknown
VINDHYATEL.NS,Vindhya Telelinks Limited,NSE,Unknown
VINEETLAB.NS,Vineet Laboratories Limited,NSE,Unknown
VINNY.NS,Vinny Overseas Limited,NSE,Unknown
VINYLINDIA.NS,Vinyl Chemicals (India) Limited,NSE,Unknown
VIPCLOTHNG.NS,VIP Clothing Limited,NSE,Unknown
VIPIND.NS,VIP Industries Limited,NSE,Unknown
VIPULLTD.NS,Vipul Limited,NSE,Unknown
VIRINCHI.NS,Virinchi Limited,NSE,Unknown
VISAKAIND.NS,Visaka Industries Limited,NSE,Unknown
VISASTEEL.NS,Visa Steel Limited,NSE,Unknown
VISHNU.NS,Vishnu Chemicals Limited,NSE,Unknown
VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,NSE,Unknown
VIVIDHA.NS,Visagar Polytex Limited,NSE,Unknown
VLEGOV.NS,VL E-Governance & IT Solutions Limited,NSE,Unknown
VLSFINANCE.NS,VLS Finance Limited,NSE,Unknown
VMART.NS,V-Mart Retail Limited,NSE,Unknown
VMM.NS,Vishal Mega Mart Limited,NSE,Unknown
VMSTMT.NS,VMS TMT Limited,NSE,Unknown
VOLTAMP.NS,Voltamp Transformers Limited,NSE,Unknown
VOLTAS.NS,Voltas Limited,NSE,Unknown
VPRPL.NS,Vishnu Prakash R Punglia Limited,NSE,Unknown
VRAJ.NS,Vraj Iron and Steel Limited,NSE,Unknown
VRLLOG.NS,VRL Logistics Limited,NSE,Unknown
VSSL.NS,Vardhman Special Steels Limited,NSE,Unknown
VSTIND.NS,VST Industries Limited,NSE,Unknown
VSTL.NS,Vibhor Steel Tubes Limited,NSE,Unknown
VSTTILLERS.NS,V.S.T Tillers Tractors Limited,NSE,Unknown
VTL.NS,Vardhman Textiles Limited,NSE,Unknown
WAAREEENER.NS,Waaree Energies Limited,NSE,Unknown
WAAREERTL.NS,Waaree Renewable Technologies Limited,NSE,Unknown
WABAG.NS,VA Tech Wabag Limited,NSE,Unknown
WALCHANNAG.NS,Walchandnagar Industries Limited,NSE,Unknown
WANBURY.NS,Wanbury Limited,NSE,Unknown
WCIL.NS,Western Carriers (India) Limited,NSE,Unknown
WEALTH.NS,Wealth First Portfolio Managers Limited,NSE,Unknown
WEBELSOLAR.NS,Websol Energy System Limited,NSE,Unknown
WEIZMANIND.NS,Weizmann Limited,NSE,Unknown
WEL.NS,Wonder Electricals Limited,NSE,Unknown
WELCORP.NS,Welspun Corp Limited,NSE,Unknown
WELENT.NS,Welspun Enterprises Limited,NSE,Unknown
WELINV.NS,Welspun Investments and Commercials Limited,NSE,Unknown
WELSPUNLIV.NS,Welspun Living Limited,NSE,Unknown
WENDT.NS,Wendt (India) Limited,NSE,Unknown
WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,NSE,Unknown
WEWIN.NS,WE WIN LIMITED,NSE,Unknown
WEWORK.NS,WeWork India Management Limited,NSE,Unknown
WHEELS.NS,Wheels India Limited,NSE,Unknown
WHIRLPOOL.NS,Whirlpool of India Limited,NSE,Unknown
WILLAMAGOR.NS,Williamson Magor & Company Limited,NSE,Unknown
WINDLAS.NS,Windlas Biotech Limited,NSE,Unknown
WINDMACHIN.NS,Windsor Machines Limited,NSE,Unknown
WINSOME.NS,Winsome Yarns Limited,NSE,Unknown
WIPL.NS,The Western India Plywoods Limited,NSE,Unknown
WIPRO.NS,Wipro Limited,NSE,Unknown
WOCKPHARMA.NS,Wockhardt Limited,NSE,Unknown
WONDERLA.NS,Wonderla Holidays Limited,NSE,Unknown
WORTHPERI.NS,Worth Peripherals Limited,NSE,Unknown
WSI.NS,W S Industries (I) Limited,NSE,Unknown
WSTCSTPAPR.NS,West Coast Paper Mills Limited,NSE,Unknown
XCHANGING.NS,Xchanging Solutions Limited,NSE,Unknown
XELPMOC.NS,Xelpmoc Design And Tech Limited,NSE,Unknown
XPROINDIA.NS,Xpro India Limited,NSE,Unknown
XTGLOBAL.NS,Xtglobal Infotech Limited,NSE,Unknown
YAARI.NS,Yaari Digital Integrated Services Limited,NSE,Unknown
YASHO.NS,Yasho Industries Limited,NSE,Unknown
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited,NSE,Unknown
YATRA.NS,Yatra Online Limited,NSE,Unknown
YESBANK.NS,Yes Bank Limited,NSE,Unknown
YUKEN.NS,Yuken India Limited,NSE,Unknown
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,NSE,Unknown
ZEEL.NS,Zee Entertainment Enterprises Limited,NSE,Unknown
ZEELEARN.NS,Zee Learn Limited,NSE,Unknown
ZEEMEDIA.NS,Zee Media Corporation Limited,NSE,Unknown
ZENITHEXPO.NS,Zenith Exports Limited,NSE,Unknown
ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited,NSE,Unknown
ZENSARTECH.NS,Zensar Technologies Limited,NSE,Unknown
ZENTEC.NS,Zen Technologies Limited,NSE,Unknown
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,NSE,Unknown
ZIMLAB.NS,Zim Laboratories Limited,NSE,Unknown
ZODIAC.NS,Zodiac Energy Limited,NSE,Unknown
ZODIACLOTH.NS,Zodiac Clothing Company Limited,NSE,Unknown
ZOTA.NS,Zota Health Care LImited,NSE,Unknown
ZUARI.NS,Zuari Agro Chemicals Limited,NSE,Unknown
ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,NSE,Unknown
ZYDUSLIFE.NS,Zydus Lifesciences Limited,NSE,Unknown
ZYDUSWELL.NS,Zydus Wellness Limited,NSE,Unknown
